,PCs_1,PCs_2
0,1.2903751448148568,-0.24369856754096025
1,1.0007895296969307,0.045887047576966794
2,1.3902658045424425,0.4353633224224778
3,0.42161829946107315,0.6250582778128275
4,1.1006801894245135,0.7249489375404078
5,-0.16763929483960013,-1.1225417769595614
6,-1.9051529855471763,0.6149719137480177
7,-0.35733425022994814,-0.153894271878192
8,-3.452971720864404,1.3838380993742274
9,0.9008988699693502,-0.6331748423864717
10,0.8110945743065838,1.0145345526583374
11,1.3902658045424425,0.4353633224224778
12,0.6113132548514211,-0.34358922726854185
13,-0.7468105250754589,-0.5433705467237019
14,0.5114225951238396,-1.0226511172319814
15,-0.06774863511201888,-0.4434798869961219
16,-0.35733425022994814,-0.153894271878192
17,-1.3259817553113176,0.0358006835121579
18,-1.715458030156828,-0.3536755913333517
19,0.6113132548514211,-0.34358922726854185
20,0.22183698000591046,-0.7330655021140516
21,0.12194632027832893,-1.412127392077491
22,-1.9949572812099425,2.2626813087928266
23,-1.5156767107016658,1.0044481885935275
24,-0.2675299545671816,-1.801603666923001
25,0.03214202461556255,0.23558200296731785
26,1.490156464270024,1.1144252123859175
27,0.32172763973349183,-0.054003612150612064
28,0.22183698000591046,-0.7330655021140516
29,1.2903751448148608,-0.24369856754096186
30,0.32172763973349183,-0.054003612150612064
31,1.3902658045424425,0.4353633224224778
32,-0.35733425022994814,-0.153894271878192
33,-0.5470292056202962,0.8147532332031776
34,0.6113132548514211,-0.34358922726854185
35,0.5114225951238396,-1.0226511172319814
36,-0.35733425022994814,-0.153894271878192
37,-0.5470292056202962,0.8147532332031776
38,-1.8052623258195946,1.2940338037114576
39,0.9008988699693502,-0.6331748423864717
40,0.6113132548514211,-0.34358922726854185
41,1.2903751448148608,-0.24369856754096186
42,-0.16763929483960013,-1.1225417769595614
43,0.12194632027832893,-1.412127392077491
44,0.12194632027832893,-1.412127392077491
45,-0.7468105250754589,-0.5433705467237019
46,-1.715458030156828,-0.3536755913333517
47,-0.16763929483960013,-1.1225417769595614
48,-0.5571155696851107,-1.512018051805071
49,-0.2675299545671816,-1.801603666923001
50,-0.7468105250754589,-0.5433705467237019
51,-0.45722490995752946,-0.8329561618416317
52,-0.7468105250754589,-0.5433705467237019
53,-0.6469198653478774,0.13569134323973775
54,-0.5571155696851107,-1.512018051805071
55,0.6113132548514211,-0.34358922726854185
56,0.6113132548514211,-0.34358922726854185
57,0.12194632027832893,-1.412127392077491
58,-0.06774863511201888,-0.4434798869961219
59,1.0007895296969318,0.045887047576967877
60,0.7112039145790024,0.33547266269489767
61,-0.15755293077478558,1.2042295080486873
62,1.0007895296969318,0.045887047576967877
63,-0.6469198653478774,0.13569134323973775
64,0.9008988699693502,-0.6331748423864717
65,-1.4258724150388986,-0.6432612064512817
66,-0.35733425022994814,-0.153894271878192
67,-0.9365054804658068,0.42527695835766777
68,-0.15755293077478558,1.2042295080486873
69,1.2903751448148608,-0.24369856754096186
70,0.12194632027832893,-1.412127392077491
71,0.5114225951238396,-1.0226511172319814
72,0.5114225951238396,-1.0226511172319814
73,-0.45722490995752946,-0.8329561618416317
74,-0.16763929483960013,-1.1225417769595614
75,-0.16763929483960013,-1.1225417769595614
76,-0.16763929483960013,-1.1225417769595614
77,-1.0363961401933879,-0.253784931605772
78,-0.16763929483960013,-1.1225417769595614
79,0.12194632027832893,-1.412127392077491
80,-1.3259817553113176,0.0358006835121579
81,-1.615567370429247,0.3253862986300878
82,0.42161829946107315,0.6250582778128275
83,-2.5842148755106162,0.5150812540204379
84,1.6798514196603718,0.14577770730454798
85,1.3902658045424425,0.4353633224224778
86,0.33181400379830644,2.272767672857637
87,0.7112039145790024,0.33547266269489767
88,1.0007895296969318,0.045887047576967877
89,0.6113132548514211,-0.34358922726854185
90,-1.226091095583736,0.7148625734755977
91,0.42161829946107315,0.6250582778128275
92,1.0108758937617468,2.372658332585217
93,-0.8366148207382255,1.1043388483211074
94,0.6113132548514211,-0.34358922726854185
95,0.7112039145790024,0.33547266269489767
96,0.5215089591886547,1.3041201677762673
97,-0.8366148207382255,1.1043388483211074
98,-0.05766227104720409,1.883291398012127
