,kpm,okpm,a,k,d
586,0.0,0.0264200792602377,6,0,4
587,0.0528401585204755,0.0792602377807133,5,2,4
588,0.0528401585204755,0.1321003963011889,5,2,2
589,0.0528401585204755,0.0,4,2,2
590,0.2031144211238998,0.2031144211238998,9,5,4
591,0.0812457684495599,0.1624915368991198,8,2,5
592,0.2437373053486797,0.0406228842247799,10,6,0
593,0.4468517264725795,0.0,6,11,3
594,0.0812457684495599,0.1218686526743398,21,2,1
595,0.2031144211238998,0.2031144211238998,2,5,4
596,0.1624915368991198,0.0812457684495599,4,4,6
597,0.0406228842247799,0.2437373053486797,1,1,5
598,0.0,0.4468517264725795,4,0,7
599,0.1218686526743398,0.0812457684495599,5,3,4
600,0.0825309491059147,0.0275103163686382,7,3,1
601,0.0825309491059147,0.0825309491059147,8,3,3
602,0.1100412654745529,0.0825309491059147,8,4,1
603,0.1375515818431912,0.0,8,5,0
604,0.0,0.0,13,0,2
605,0.0275103163686382,0.0825309491059147,3,1,4
606,0.0825309491059147,0.0825309491059147,2,3,1
607,0.0825309491059147,0.1100412654745529,2,3,2
608,0.0,0.1375515818431912,5,0,2
609,0.0,0.0,2,0,6
610,0.0,0.267515923566879,0,0,6
611,0.0382165605095541,0.0382165605095541,1,1,2
612,0.0,0.267515923566879,1,0,3
613,0.0,0.0382165605095541,2,0,3
614,0.0382165605095541,0.0,1,1,2
615,0.267515923566879,0.0,1,7,0
616,0.0382165605095541,0.0382165605095541,6,1,0
617,0.267515923566879,0.0,1,7,0
618,0.0382165605095541,0.0,7,1,0
619,0.0,0.0382165605095541,5,0,2
620,0.0,0.0671391271913465,2,0,2
621,0.0223797090637821,0.0,3,1,1
622,0.0,0.134278254382693,3,0,5
623,0.0895188362551286,0.1118985453189108,0,4,1
624,0.0,0.0447594181275643,4,0,7
625,0.0671391271913465,0.0,7,3,1
626,0.0,0.0223797090637821,11,0,2
627,0.134278254382693,0.0,6,6,0
628,0.1118985453189108,0.0895188362551286,6,5,0
629,0.0447594181275643,0.0,9,2,2
630,0.0690184049079754,0.0460122699386503,2,3,7
631,0.0690184049079754,0.0920245398773006,3,3,6
632,0.0,0.0690184049079754,3,0,1
633,0.0230061349693251,0.1840490797546012,5,1,3
634,0.0230061349693251,0.0460122699386503,4,1,2
635,0.0460122699386503,0.0690184049079754,13,2,3
636,0.0920245398773006,0.0690184049079754,10,4,3
637,0.0690184049079754,0.0,9,3,2
638,0.1840490797546012,0.0230061349693251,3,8,0
639,0.0460122699386503,0.0230061349693251,14,2,0
640,0.0,0.0326619488296135,3,0,3
641,0.0979858464888405,0.065323897659227,4,3,3
642,0.0326619488296135,0.195971692977681,3,1,2
643,0.0979858464888405,0.1633097441480675,3,3,3
644,0.0979858464888405,0.0,6,3,3
645,0.0326619488296135,0.0,3,1,0
646,0.065323897659227,0.0979858464888405,7,2,3
647,0.195971692977681,0.0326619488296135,4,6,2
648,0.1633097441480675,0.0979858464888405,3,5,0
649,0.0,0.0979858464888405,9,0,5
650,0.1273885350318471,0.0,2,3,0
651,0.2972399150743099,0.0849256900212314,6,7,1
652,0.2123142250530785,0.0,3,5,1
653,0.1698513800424628,0.0,5,4,0
654,0.0,0.0,9,0,0
655,0.0,0.1273885350318471,1,0,4
656,0.0849256900212314,0.2972399150743099,0,2,5
657,0.0,0.2123142250530785,2,0,2
658,0.0,0.1698513800424628,0,0,2
659,0.0,0.0,0,0,6
660,0.0,0.0698080279232111,5,0,4
661,0.0,0.1745200698080279,5,0,5
662,0.1396160558464223,0.1047120418848167,2,4,3
663,0.0349040139616055,0.2094240837696335,2,1,2
664,0.0349040139616055,0.1396160558464223,2,1,6
665,0.0698080279232111,0.0,11,2,2
666,0.1745200698080279,0.0,6,5,1
667,0.1047120418848167,0.1396160558464223,9,3,1
668,0.2094240837696335,0.0349040139616055,7,6,1
669,0.1396160558464223,0.0349040139616055,10,4,1
670,0.0702165008777062,0.0351082504388531,1,2,4
671,0.0351082504388531,0.0702165008777062,4,1,2
672,0.0351082504388531,0.2457577530719719,2,1,3
673,0.0,0.1053247513165593,4,0,1
674,0.0351082504388531,0.0,2,1,3
675,0.0351082504388531,0.0702165008777062,10,1,1
676,0.0702165008777062,0.0351082504388531,8,2,0
677,0.2457577530719719,0.0351082504388531,3,7,2
678,0.1053247513165593,0.0,5,3,0
679,0.0,0.0351082504388531,8,0,2
680,0.0,0.1864512119328775,4,0,4
681,0.149160969546302,0.0,4,4,4
682,0.149160969546302,0.2610316967060286,1,4,3
683,0.0,0.1864512119328775,2,0,2
684,0.0372902423865755,0.0,6,1,4
685,0.1864512119328775,0.0,4,5,2
686,0.0,0.149160969546302,5,0,2
687,0.2610316967060286,0.149160969546302,3,7,2
688,0.1864512119328775,0.0,1,5,0
689,0.0,0.0372902423865755,12,0,3
690,0.2042801556420233,0.0,7,7,1
691,0.2334630350194552,0.0291828793774319,5,8,2
692,0.0583657587548638,0.0,4,2,1
693,0.0875486381322957,0.2334630350194552,12,3,3
694,0.0,0.0,14,0,2
695,0.0,0.2042801556420233,6,0,2
696,0.0291828793774319,0.2334630350194552,4,1,5
697,0.0,0.0583657587548638,6,0,5
698,0.2334630350194552,0.0875486381322957,1,8,5
699,0.0,0.0,9,0,3
700,0.0301659125188536,0.090497737556561,8,1,5
701,0.1508295625942685,0.090497737556561,9,5,3
702,0.2413273001508295,0.090497737556561,3,8,2
703,0.1508295625942685,0.1206636500754147,8,5,2
704,0.0301659125188536,0.0,14,1,1
705,0.090497737556561,0.0301659125188536,3,3,4
706,0.090497737556561,0.1508295625942685,5,3,4
707,0.090497737556561,0.2413273001508295,2,3,5
708,0.1206636500754147,0.1508295625942685,2,4,3
709,0.0,0.0301659125188536,4,0,4
710,0.1257861635220125,0.0,10,3,1
711,0.2935010482180293,0.0,5,7,1
712,0.0838574423480083,0.0,6,2,0
713,0.2935010482180293,0.0838574423480083,10,7,1
714,0.0419287211740041,0.0419287211740041,17,1,0
715,0.0,0.1257861635220125,1,0,3
716,0.0,0.2935010482180293,3,0,4
717,0.0,0.0838574423480083,3,0,4
718,0.0838574423480083,0.2935010482180293,1,2,4
719,0.0419287211740041,0.0419287211740041,1,1,5
720,0.0256849315068493,0.0513698630136986,2,1,3
721,0.0513698630136986,0.0513698630136986,11,2,3
722,0.2311643835616438,0.0770547945205479,5,9,2
723,0.0513698630136986,0.1541095890410959,7,2,3
724,0.0513698630136986,0.0,10,2,2
725,0.0513698630136986,0.0256849315068493,7,2,1
726,0.0513698630136986,0.0513698630136986,7,2,4
727,0.0770547945205479,0.2311643835616438,6,3,7
728,0.1541095890410959,0.0513698630136986,3,6,2
729,0.0,0.0513698630136986,10,0,2
730,0.0,0.0,9,0,2
731,0.2693602693602693,0.101010101010101,4,8,0
732,0.0336700336700336,0.0673400673400673,5,1,1
733,0.1683501683501683,0.0,4,5,1
734,0.0,0.0,12,0,1
735,0.0,0.0,3,0,2
736,0.101010101010101,0.2693602693602693,0,3,3
737,0.0673400673400673,0.0336700336700336,1,2,3
738,0.0,0.1683501683501683,1,0,4
739,0.0,0.0,2,0,2
740,0.2926829268292683,0.0,2,7,0
741,0.0836236933797909,0.0,9,2,1
742,0.1672473867595818,0.0,7,4,0
743,0.2926829268292683,0.0418118466898954,10,7,0
744,0.0418118466898954,0.0,15,1,0
745,0.0,0.2926829268292683,1,0,5
746,0.0,0.0836236933797909,1,0,4
747,0.0,0.1672473867595818,1,0,5
748,0.0418118466898954,0.2926829268292683,0,1,3
749,0.0,0.0418118466898954,1,0,4
750,0.0663716814159292,0.0995575221238938,1,2,1
751,0.0,0.0331858407079646,1,0,2
752,0.0331858407079646,0.1327433628318584,0,1,3
753,0.0,0.0,0,0,2
754,0.0,0.0663716814159292,0,0,2
755,0.0995575221238938,0.0663716814159292,3,3,2
756,0.0331858407079646,0.0,3,1,1
757,0.1327433628318584,0.0331858407079646,2,4,0
758,0.0,0.0,6,0,0
759,0.0663716814159292,0.0,6,2,0
760,0.0625978090766823,0.1877934272300469,6,2,8
761,0.1564945226917058,0.1251956181533646,4,5,4
762,0.1251956181533646,0.2816901408450704,7,4,6
763,0.1251956181533646,0.1877934272300469,5,4,3
764,0.0,0.0312989045383411,10,0,5
765,0.1877934272300469,0.0625978090766823,6,6,5
766,0.1251956181533646,0.1564945226917058,8,4,3
767,0.2816901408450704,0.1251956181533646,8,9,0
768,0.1877934272300469,0.1251956181533646,6,6,2
769,0.0312989045383411,0.0,5,1,5
770,0.0,0.035799522673031,4,0,2
771,0.071599045346062,0.107398568019093,3,2,3
772,0.071599045346062,0.071599045346062,1,2,3
773,0.107398568019093,0.1789976133651551,3,3,1
774,0.071599045346062,0.0,6,2,2
775,0.035799522673031,0.0,1,1,0
776,0.107398568019093,0.071599045346062,7,3,2
777,0.071599045346062,0.071599045346062,7,2,2
778,0.1789976133651551,0.107398568019093,2,5,0
779,0.0,0.071599045346062,8,0,5
780,0.0,0.2562538133007931,0,0,2
781,0.036607687614399,0.1464307504575961,1,1,5
782,0.036607687614399,0.1464307504575961,0,1,3
783,0.0,0.109823062843197,2,0,5
784,0.0,0.036607687614399,1,0,4
785,0.2562538133007931,0.0,4,7,0
786,0.1464307504575961,0.036607687614399,8,4,1
787,0.1464307504575961,0.036607687614399,3,4,1
788,0.109823062843197,0.0,4,3,0
789,0.036607687614399,0.0,13,1,0
790,0.0,0.0351082504388531,0,0,4
791,0.0,0.3159742539496781,2,0,6
792,0.0351082504388531,0.1053247513165593,2,1,4
793,0.0702165008777062,0.3159742539496781,0,2,2
794,0.0351082504388531,0.0351082504388531,0,1,7
795,0.0351082504388531,0.0,12,1,0
796,0.3159742539496781,0.0,7,9,2
797,0.1053247513165593,0.0351082504388531,12,3,0
798,0.3159742539496781,0.0702165008777062,6,9,0
799,0.0351082504388531,0.0351082504388531,18,1,2
800,0.028169014084507,0.1126760563380281,1,1,2
801,0.056338028169014,0.028169014084507,7,2,2
802,0.056338028169014,0.028169014084507,5,2,2
803,0.1408450704225352,0.1690140845070422,2,5,2
804,0.0,0.028169014084507,7,0,5
805,0.1126760563380281,0.028169014084507,7,4,3
806,0.028169014084507,0.056338028169014,10,1,1
807,0.028169014084507,0.056338028169014,5,1,1
808,0.1690140845070422,0.1408450704225352,5,6,0
809,0.028169014084507,0.0,4,1,5
810,0.1438848920863309,0.1644398766700925,12,7,5
811,0.0822199383350462,0.1027749229188078,7,4,4
812,0.0822199383350462,0.0822199383350462,9,4,6
813,0.0822199383350462,0.1644398766700925,12,4,6
814,0.1233299075025693,0.0,14,6,4
815,0.1644398766700925,0.1438848920863309,10,8,5
816,0.1027749229188078,0.0822199383350462,11,5,4
817,0.0822199383350462,0.0822199383350462,11,4,3
818,0.1644398766700925,0.0822199383350462,13,8,3
819,0.0,0.1233299075025693,15,0,10
820,0.0,0.2597402597402597,5,0,4
821,0.0371057513914656,0.111317254174397,4,1,5
822,0.111317254174397,0.1855287569573284,1,3,3
823,0.111317254174397,0.111317254174397,1,3,3
824,0.0,0.111317254174397,5,0,6
825,0.2597402597402597,0.0,11,7,2
826,0.111317254174397,0.0371057513914656,15,3,0
827,0.1855287569573284,0.111317254174397,12,5,1
828,0.111317254174397,0.111317254174397,11,3,0
829,0.111317254174397,0.0,12,3,4
830,0.1011235955056179,0.0337078651685393,2,3,3
831,0.0337078651685393,0.0337078651685393,4,1,2
832,0.0674157303370786,0.1685393258426966,1,2,1
833,0.1011235955056179,0.1348314606741573,0,3,5
834,0.0,0.1348314606741573,4,0,4
835,0.0337078651685393,0.1011235955056179,6,1,4
836,0.0337078651685393,0.0337078651685393,8,1,3
837,0.1685393258426966,0.0674157303370786,2,5,1
838,0.1348314606741573,0.1011235955056179,10,4,1
839,0.1348314606741573,0.0,10,4,0
840,0.120845921450151,0.0906344410876132,4,4,0
841,0.1812688821752265,0.0,5,6,0
842,0.0906344410876132,0.0302114803625377,10,3,2
843,0.1510574018126888,0.0,9,5,0
844,0.0,0.0302114803625377,11,0,3
845,0.0906344410876132,0.120845921450151,1,3,3
846,0.0,0.1812688821752265,4,0,2
847,0.0302114803625377,0.0906344410876132,2,1,4
848,0.0,0.1510574018126888,4,0,4
849,0.0302114803625377,0.0,3,1,5
850,0.0308483290488431,0.0,1,1,0
851,0.0616966580976863,0.0308483290488431,6,2,0
852,0.0616966580976863,0.0,4,2,0
853,0.1542416452442159,0.0616966580976863,4,5,0
854,0.0308483290488431,0.0,5,1,3
855,0.0,0.0308483290488431,0,0,1
856,0.0308483290488431,0.0616966580976863,0,1,3
857,0.0,0.0616966580976863,1,0,3
858,0.0616966580976863,0.1542416452442159,1,2,1
859,0.0,0.0308483290488431,3,0,3
860,0.0306748466257668,0.0306748466257668,2,1,4
861,0.0613496932515337,0.1226993865030674,1,2,3
862,0.0306748466257668,0.0920245398773006,2,1,2
863,0.0306748466257668,0.0306748466257668,2,1,1
864,0.0,0.0306748466257668,2,0,0
865,0.0306748466257668,0.0306748466257668,5,1,1
866,0.1226993865030674,0.0613496932515337,3,4,2
867,0.0920245398773006,0.0306748466257668,5,3,1
868,0.0306748466257668,0.0306748466257668,3,1,1
869,0.0306748466257668,0.0,3,1,0
870,0.0,0.0309597523219814,3,0,4
871,0.0309597523219814,0.0619195046439628,1,1,3
872,0.0309597523219814,0.1547987616099071,0,1,2
873,0.0619195046439628,0.1238390092879257,2,2,2
874,0.0,0.0,2,0,2
875,0.0309597523219814,0.0,5,1,1
876,0.0619195046439628,0.0309597523219814,4,2,2
877,0.1547987616099071,0.0309597523219814,6,5,0
878,0.1238390092879257,0.0619195046439628,7,4,1
879,0.0,0.0,10,0,0
880,0.0969305331179321,0.0646203554119547,5,3,0
881,0.0323101777059773,0.0646203554119547,10,1,2
882,0.1615508885298869,0.0646203554119547,3,5,0
883,0.0646203554119547,0.0,8,2,2
884,0.0323101777059773,0.0,10,1,2
885,0.0646203554119547,0.0969305331179321,0,2,1
886,0.0646203554119547,0.0323101777059773,3,2,2
887,0.0646203554119547,0.1615508885298869,3,2,4
888,0.0,0.0646203554119547,5,0,3
889,0.0,0.0323101777059773,6,0,2
890,0.0623376623376623,0.1558441558441558,10,2,6
891,0.187012987012987,0.1246753246753246,5,6,4
892,0.187012987012987,0.0623376623376623,6,6,0
893,0.2493506493506493,0.0,5,8,1
894,0.0,0.0623376623376623,10,0,2
895,0.1558441558441558,0.0623376623376623,5,5,5
896,0.1246753246753246,0.187012987012987,3,4,6
897,0.0623376623376623,0.187012987012987,6,2,3
898,0.0,0.2493506493506493,7,0,4
899,0.0623376623376623,0.0,5,2,4
900,0.0677966101694915,0.0,3,2,0
901,0.135593220338983,0.0,9,4,1
902,0.1016949152542373,0.0338983050847457,6,3,0
903,0.135593220338983,0.0338983050847457,5,4,0
904,0.0,0.0,8,0,1
905,0.0,0.0677966101694915,1,0,4
906,0.0,0.135593220338983,2,0,3
907,0.0338983050847457,0.1016949152542373,1,1,1
908,0.0338983050847457,0.135593220338983,1,1,2
909,0.0,0.0,1,0,3
910,0.2073255010366275,0.0,10,5,0
911,0.082930200414651,0.0414651002073255,8,2,0
912,0.165860400829302,0.082930200414651,7,4,3
913,0.2902557014512785,0.0,1,7,0
914,0.0,0.0414651002073255,7,0,1
915,0.0,0.2073255010366275,0,0,5
916,0.0414651002073255,0.082930200414651,1,1,2
917,0.082930200414651,0.165860400829302,1,2,5
918,0.0,0.2902557014512785,1,0,3
919,0.0414651002073255,0.0,0,1,3
920,0.0683630839346752,0.0455753892897835,12,3,2
921,0.0,0.182301557159134,14,0,5
922,0.1367261678693505,0.0455753892897835,9,6,3
923,0.2734523357387011,0.1139384732244588,8,12,6
924,0.0227876946448917,0.0227876946448917,18,1,2
925,0.0455753892897835,0.0683630839346752,9,2,6
926,0.182301557159134,0.0,6,8,4
927,0.0455753892897835,0.1367261678693505,8,2,5
928,0.1139384732244588,0.2734523357387011,10,5,4
929,0.0227876946448917,0.0227876946448917,14,1,3
930,0.0288461538461538,0.0865384615384615,8,1,5
931,0.0576923076923076,0.0576923076923076,12,2,5
932,0.0865384615384615,0.1442307692307692,8,3,2
933,0.2596153846153846,0.2307692307692307,5,9,4
934,0.0,0.0,13,0,2
935,0.0865384615384615,0.0288461538461538,11,3,4
936,0.0576923076923076,0.0576923076923076,12,2,2
937,0.1442307692307692,0.0865384615384615,10,5,2
938,0.2307692307692307,0.2596153846153846,5,8,3
939,0.0,0.0,7,0,4
940,0.027359781121751,0.027359781121751,4,1,4
941,0.054719562243502,0.1641586867305061,2,2,3
942,0.027359781121751,0.082079343365253,4,1,4
943,0.054719562243502,0.2188782489740082,0,2,4
944,0.0,0.027359781121751,1,0,4
945,0.027359781121751,0.027359781121751,13,1,5
946,0.1641586867305061,0.054719562243502,9,6,0
947,0.082079343365253,0.027359781121751,6,3,0
948,0.2188782489740082,0.054719562243502,6,8,0
949,0.027359781121751,0.0,16,1,1
950,0.0,0.311284046692607,1,0,6
951,0.1167315175097276,0.0389105058365758,1,3,3
952,0.0,0.0778210116731517,1,0,3
953,0.0,0.1945525291828793,4,0,2
954,0.0389105058365758,0.0,3,1,2
955,0.311284046692607,0.0,6,8,0
956,0.0389105058365758,0.1167315175097276,7,1,1
957,0.0778210116731517,0.0,8,2,1
958,0.1945525291828793,0.0,5,5,0
959,0.0,0.0389105058365758,6,0,2
960,0.0765306122448979,0.1913265306122449,5,2,4
961,0.1530612244897959,0.0382653061224489,8,4,0
962,0.1913265306122449,0.0382653061224489,11,5,0
963,0.1913265306122449,0.0382653061224489,10,5,3
964,0.0765306122448979,0.0765306122448979,14,2,3
965,0.1913265306122449,0.0765306122448979,0,5,4
966,0.0382653061224489,0.1530612244897959,1,1,3
967,0.0382653061224489,0.1913265306122449,4,1,2
968,0.0382653061224489,0.1913265306122449,4,1,6
969,0.0765306122448979,0.0765306122448979,7,2,3
970,0.0,0.2042205582028591,2,0,2
971,0.0,0.0408441116405718,3,0,2
972,0.0,0.0408441116405718,3,0,4
973,0.1225323349217154,0.4492852280462899,0,3,2
974,0.0,0.0,3,0,8
975,0.2042205582028591,0.0,7,5,0
976,0.0408441116405718,0.0,12,1,2
977,0.0408441116405718,0.0,9,1,1
978,0.4492852280462899,0.1225323349217154,6,11,0
979,0.0,0.0,12,0,0
980,0.0371057513914656,0.0,1,1,5
981,0.1855287569573284,0.1484230055658627,3,5,3
982,0.1855287569573284,0.222634508348794,6,5,3
983,0.0,0.2968460111317254,5,0,5
984,0.0,0.0742115027829313,7,0,4
985,0.0,0.0371057513914656,12,0,3
986,0.1484230055658627,0.1855287569573284,10,4,0
987,0.222634508348794,0.1855287569573284,7,6,2
988,0.2968460111317254,0.0,9,8,2
989,0.0742115027829313,0.0,11,2,4
990,0.027868091035764,0.0,9,1,4
991,0.1393404551788202,0.0557361820715281,13,5,1
992,0.2508128193218764,0.0,7,9,0
993,0.1393404551788202,0.0557361820715281,8,5,2
994,0.027868091035764,0.1114723641430562,17,1,1
995,0.0,0.027868091035764,3,0,8
996,0.0557361820715281,0.1393404551788202,4,2,1
997,0.0,0.2508128193218764,3,0,5
998,0.0557361820715281,0.1393404551788202,3,2,2
999,0.1114723641430562,0.027868091035764,2,4,5
1000,0.0582241630276564,0.0,8,2,3
1001,0.0291120815138282,0.0582241630276564,3,1,2
1002,0.1164483260553129,0.0291120815138282,6,4,0
1003,0.1746724890829694,0.1455604075691411,5,6,1
1004,0.0291120815138282,0.0291120815138282,9,1,3
1005,0.0,0.0582241630276564,7,0,4
1006,0.0582241630276564,0.0291120815138282,5,2,4
1007,0.0291120815138282,0.1164483260553129,5,1,2
1008,0.1455604075691411,0.1746724890829694,3,5,1
1009,0.0291120815138282,0.0291120815138282,6,1,3
1010,0.135236664162284,0.067618332081142,4,6,3
1011,0.0450788880540946,0.067618332081142,5,2,5
1012,0.067618332081142,0.135236664162284,4,3,5
1013,0.0225394440270473,0.2253944402704733,5,1,4
1014,0.0,0.0225394440270473,6,0,6
1015,0.067618332081142,0.135236664162284,13,3,4
1016,0.067618332081142,0.0450788880540946,16,3,2
1017,0.135236664162284,0.067618332081142,8,6,1
1018,0.2253944402704733,0.0225394440270473,8,10,2
1019,0.0225394440270473,0.0,16,1,3
1020,0.0643776824034334,0.0321888412017167,3,2,2
1021,0.1287553648068669,0.0643776824034334,7,4,0
1022,0.0643776824034334,0.1287553648068669,6,2,2
1023,0.2896995708154506,0.0,6,9,2
1024,0.0321888412017167,0.0,9,1,1
1025,0.0321888412017167,0.0643776824034334,3,1,4
1026,0.0643776824034334,0.1287553648068669,2,2,4
1027,0.1287553648068669,0.0643776824034334,1,4,2
1028,0.0,0.2896995708154506,4,0,4
1029,0.0,0.0321888412017167,5,0,4
1030,0.0987925356750823,0.0658616904500548,8,3,2
1031,0.2963776070252469,0.1317233809001097,5,9,0
1032,0.0658616904500548,0.0329308452250274,7,2,2
1033,0.0987925356750823,0.1646542261251372,3,3,4
1034,0.0329308452250274,0.0329308452250274,3,1,5
1035,0.0658616904500548,0.0987925356750823,5,2,6
1036,0.1317233809001097,0.2963776070252469,5,4,3
1037,0.0329308452250274,0.0658616904500548,6,1,3
1038,0.1646542261251372,0.0987925356750823,4,5,2
1039,0.0329308452250274,0.0329308452250274,7,1,4
1040,0.0686106346483705,0.274442538593482,2,2,4
1041,0.0,0.0,5,0,4
1042,0.0686106346483705,0.1029159519725557,1,2,3
1043,0.137221269296741,0.1029159519725557,3,4,0
1044,0.0,0.0,4,0,3
1045,0.274442538593482,0.0686106346483705,4,8,1
1046,0.0,0.0,10,0,2
1047,0.1029159519725557,0.0686106346483705,6,3,2
1048,0.1029159519725557,0.137221269296741,5,3,2
1049,0.0,0.0,10,0,1
1050,0.145631067961165,0.0364077669902912,7,4,2
1051,0.1820388349514563,0.145631067961165,5,5,2
1052,0.0364077669902912,0.0364077669902912,9,1,1
1053,0.2548543689320388,0.0364077669902912,7,7,1
1054,0.0364077669902912,0.0,11,1,1
1055,0.0364077669902912,0.145631067961165,2,1,5
1056,0.145631067961165,0.1820388349514563,0,4,3
1057,0.0364077669902912,0.0364077669902912,2,1,4
1058,0.0364077669902912,0.2548543689320388,3,1,3
1059,0.0,0.0364077669902912,3,0,3
1060,0.0628601361969617,0.1571503404924044,5,2,5
1061,0.0628601361969617,0.2200104766893661,7,2,4
1062,0.0628601361969617,0.0628601361969617,6,2,4
1063,0.1885804085908853,0.1257202723939235,4,6,3
1064,0.0,0.0,9,0,2
1065,0.1571503404924044,0.0628601361969617,9,5,2
1066,0.2200104766893661,0.0628601361969617,7,7,0
1067,0.0628601361969617,0.0628601361969617,11,2,4
1068,0.1257202723939235,0.1885804085908853,8,4,2
1069,0.0,0.0,11,0,4
1070,0.1567398119122257,0.0313479623824451,5,5,2
1071,0.0940438871473354,0.0313479623824451,9,3,1
1072,0.0940438871473354,0.0626959247648902,2,3,4
1073,0.1880877742946708,0.1880877742946708,3,6,0
1074,0.0,0.0,7,0,3
1075,0.0313479623824451,0.1567398119122257,2,1,6
1076,0.0313479623824451,0.0940438871473354,5,1,2
1077,0.0626959247648902,0.0940438871473354,2,2,4
1078,0.1880877742946708,0.1880877742946708,2,6,2
1079,0.0,0.0,6,0,3
1080,0.0,0.0,3,0,2
1081,0.0351906158357771,0.0703812316715542,8,1,3
1082,0.3519061583577712,0.0703812316715542,5,10,1
1083,0.1407624633431085,0.1407624633431085,5,4,1
1084,0.0703812316715542,0.0351906158357771,10,2,2
1085,0.0,0.0,3,0,4
1086,0.0703812316715542,0.0351906158357771,3,2,7
1087,0.0703812316715542,0.3519061583577712,5,2,2
1088,0.1407624633431085,0.1407624633431085,0,4,1
1089,0.0351906158357771,0.0703812316715542,2,1,3
1090,0.1883091408395449,0.1412318556296586,9,8,8
1091,0.0235386426049431,0.0470772852098862,17,1,6
1092,0.2353864260494311,0.1647704982346018,12,10,5
1093,0.211847783444488,0.2824637112593173,12,9,6
1094,0.0,0.0941545704197724,21,0,7
1095,0.1412318556296586,0.1883091408395449,6,6,5
1096,0.0470772852098862,0.0235386426049431,17,2,5
1097,0.1647704982346018,0.2353864260494311,17,7,7
1098,0.2824637112593173,0.211847783444488,11,12,6
1099,0.0941545704197724,0.0,15,4,5
1100,0.1162040025823111,0.038734667527437,10,3,1
1101,0.3486120077469335,0.0,7,9,1
1102,0.1162040025823111,0.1549386701097482,11,3,3
1103,0.1936733376371852,0.1162040025823111,5,5,2
1104,0.0,0.0,15,0,1
1105,0.038734667527437,0.1162040025823111,4,1,6
1106,0.0,0.3486120077469335,4,0,5
1107,0.1549386701097482,0.1162040025823111,2,4,2
1108,0.1162040025823111,0.1936733376371852,4,3,1
1109,0.0,0.0,4,0,6
1110,0.2584968884633796,0.2297750119674485,6,9,7
1111,0.1148875059837242,0.2010531354715174,9,4,10
1112,0.0574437529918621,0.1436093824796553,13,2,6
1113,0.1723312589755863,0.2584968884633796,9,6,5
1114,0.0,0.1436093824796553,13,0,6
1115,0.2297750119674485,0.2584968884633796,15,8,3
1116,0.2010531354715174,0.1148875059837242,18,7,4
1117,0.1436093824796553,0.0574437529918621,14,5,5
1118,0.2584968884633796,0.1723312589755863,13,9,6
1119,0.1436093824796553,0.0,22,5,3
1120,0.0289435600578871,0.0,1,1,3
1121,0.0,0.0868306801736613,4,0,1
1122,0.0289435600578871,0.0868306801736613,4,1,3
1123,0.0868306801736613,0.0868306801736613,2,3,1
1124,0.0868306801736613,0.0289435600578871,3,3,2
1125,0.0,0.0289435600578871,5,0,2
1126,0.0868306801736613,0.0,4,3,0
1127,0.0868306801736613,0.0289435600578871,5,3,4
1128,0.0868306801736613,0.0868306801736613,5,3,1
1129,0.0289435600578871,0.0868306801736613,8,1,1
1130,0.0555812876331635,0.1945345067160722,0,2,3
1131,0.0,0.0555812876331635,7,0,5
1132,0.0277906438165817,0.1667438628994905,3,1,5
1133,0.0833719314497452,0.1389532190829087,3,3,5
1134,0.0277906438165817,0.0277906438165817,6,1,3
1135,0.1945345067160722,0.0555812876331635,5,7,0
1136,0.0555812876331635,0.0,11,2,1
1137,0.1667438628994905,0.0277906438165817,5,6,1
1138,0.1389532190829087,0.0833719314497452,8,5,1
1139,0.0277906438165817,0.0277906438165817,11,1,4
1140,0.1485148514851485,0.0891089108910891,3,5,5
1141,0.0297029702970297,0.0594059405940594,4,1,3
1142,0.0891089108910891,0.0891089108910891,3,3,2
1143,0.0594059405940594,0.2673267326732673,4,2,3
1144,0.0297029702970297,0.0594059405940594,3,1,6
1145,0.0891089108910891,0.1485148514851485,11,3,4
1146,0.0594059405940594,0.0297029702970297,13,2,2
1147,0.0891089108910891,0.0891089108910891,12,3,3
1148,0.2673267326732673,0.0594059405940594,4,9,0
1149,0.0594059405940594,0.0297029702970297,11,2,3
1150,0.1110596945858398,0.1665895418787598,9,4,4
1151,0.1388246182322998,0.1388246182322998,6,5,5
1152,0.2498843128181397,0.1110596945858398,9,9,4
1153,0.1388246182322998,0.1110596945858398,6,5,6
1154,0.0,0.0832947709393799,14,0,3
1155,0.1665895418787598,0.1110596945858398,7,6,3
1156,0.1388246182322998,0.1388246182322998,11,5,5
1157,0.1110596945858398,0.2498843128181397,9,4,6
1158,0.1110596945858398,0.1388246182322998,11,4,4
1159,0.0832947709393799,0.0,8,3,5
1160,0.1222493887530562,0.0244498777506112,12,5,0
1161,0.1222493887530562,0.0,11,5,1
1162,0.0244498777506112,0.0733496332518337,13,1,3
1163,0.2689486552567237,0.0733496332518337,5,11,0
1164,0.0,0.0,17,0,3
1165,0.0244498777506112,0.1222493887530562,2,1,7
1166,0.0,0.1222493887530562,2,0,3
1167,0.0733496332518337,0.0244498777506112,3,3,4
1168,0.0733496332518337,0.2689486552567237,2,3,4
1169,0.0,0.0,4,0,4
1170,0.0390117035110533,0.1170351105331599,1,1,3
1171,0.0780234070221066,0.0390117035110533,1,2,3
