,k,d
399,0.0001234047388927182,0.0003702142166781546
400,0.00021509350119069606,0.00028679133492092807
401,0.00016326045267555202,0.0009795627160533121
402,0.00013492670443192458,0.00026985340886384916
403,0.00032328698128008664,0.0008082174532002167
404,5.814504234450052e-05,0.00017443512703350155
405,0.0003997514457079378,0.0006662524095132296
406,3.792979186571065e-05,0.0001517191674628426
407,0.0001989427336799119,6.631424455997064e-05
408,0.000373788642009608,0.000186894321004804
409,0.0003678241785809438,0.0
410,0.00025509989061225967,0.00010203995624490387
411,0.0,0.0005985335773029383
412,0.0003785655684311155,9.464139210777888e-05
413,0.0003582380291375223,0.00017911901456876115
414,0.00016849691557451352,0.00016849691557451352
415,0.00019069346879109858,0.0
416,0.00046466304913929396,0.00046466304913929396
417,9.888353802385483e-05,0.0002966506140715645
418,0.00017364219425156828,0.0005209265827547048
419,0.00013976088421538405,0.00013976088421538405
420,0.00012667959428439268,0.00038003878285317803
421,0.0,0.00016920408346453636
422,0.0001410200739720737,7.051003698603685e-05
423,0.00022135463218808446,0.0
424,0.00018683382666101944,4.670845666525486e-05
425,0.00019993262114431732,0.00013328841409621155
426,0.0,0.0
427,0.0,0.0002785013410628336
428,0.0002906991981473305,0.000581398396294661
429,0.00024242422625050383,0.00012121211312525191
430,0.00013129443125470153,0.00013129443125470153
431,0.0,0.001330228206994869
432,0.00010829201507393385,0.00016243802261090077
433,0.0001571005241344475,0.000314201048268895
434,0.0006825177165143943,0.0006825177165143943
435,0.00032440469340083537,0.00032440469340083537
436,0.0,0.00157907513840119
437,0.00010873219854345616,0.00010873219854345616
438,0.00020384246375194869,0.00040768492750389737
439,0.00029357559106074415,0.00011743023642429765
440,0.00044766731007845766,6.395247286835108e-05
441,0.0,0.0003104822180386305
442,0.00026219837159526384,0.00010487934863810554
443,0.0,0.0005804099437761941
444,0.0002484597410267825,4.96919482053565e-05
445,0.0002444610383950503,3.492300548500718e-05
446,0.00018992227898027476,0.000759689115921099
447,0.00024080359320499326,0.00024080359320499326
448,0.00012496851463345376,0.0002499370292669075
449,7.965857644268638e-05,0.00023897572932805915
450,0.0003391029753473938,0.0002712823802779151
451,0.0,0.0008209662059763594
452,0.0001434935943563415,0.000286987188712683
453,0.00015076976828914683,0.00015076976828914683
454,0.0,0.00043061441348909155
455,0.0,0.0004975732302837431
456,0.000627169336268083,0.000627169336268083
457,7.14162484355781e-05,0.0
458,0.0001952049553846237,0.0
459,0.00038987997876593986,9.746999469148497e-05
460,0.0004755855189617995,0.00015852850632059985
461,0.0,0.00026856053876926986
462,0.00017571112022863434,0.00021963890028579294
463,0.00035263416556224154,0.00035263416556224154
464,0.0002786589884642349,0.0002786589884642349
465,0.00014003613014258894,9.335742009505929e-05
466,0.00017065868805189946,0.0010239521283113967
467,0.00021732506726049,0.00014488337817365998
468,0.00020725930163505903,0.00010362965081752951
469,0.00016043603646827956,0.00010695735764551971
470,0.00014934551783455375,0.0008960731070073224
471,0.0005218841485978862,0.00044732927022675953
472,0.000501839454636291,8.36399091060485e-05
473,0.00017032523518695352,0.0
474,0.0005273088935843582,0.0005273088935843582
475,9.00393006461595e-05,0.0002701179019384785
476,0.00018884872353665326,9.442436176832663e-05
477,9.180556112923091e-05,9.180556112923091e-05
478,0.00020664834087029472,0.0003444139014504912
479,0.0,0.0005486662209954079
480,0.0,0.00027223238949813277
481,0.0004261603997575993,0.0004261603997575993
482,0.00011577674711304853,0.00011577674711304853
483,0.00030879854268560256,0.00030879854268560256
484,0.0003965691910670968,0.0007931383821341936
485,0.0002195998669727168,0.0001097999334863584
486,0.0002222219879498014,0.00033333298192470207
487,0.00028514403071512086,4.7524005119186814e-05
488,0.00023959829185910168,0.00015973219457273447
489,0.0004028023641676733,0.0006042035462515099
490,0.0002685007692069744,8.95002564023248e-05
491,0.0,0.0010779888070795688
492,0.00024383943174523064,0.00012191971587261532
493,0.0002007590101785555,0.000401518020357111
494,0.0,0.0006027380502082196
495,0.00030674899429188073,0.00015337449714594037
496,0.0004952123749580458,0.0004952123749580458
497,0.0003192490937326831,0.00010641636457756103
498,0.00014306688080952188,0.00014306688080952188
499,0.0004030200233316401,0.0004030200233316401
500,0.0005829471834022224,0.0009715786390037042
501,0.0003387149119004524,0.00022580994126696828
502,0.0001203220542115599,0.0003609661626346797
503,0.0,0.00022148803460450328
504,0.0,0.0020501050247271916
505,0.00028808752197079663,0.00028808752197079663
506,0.0002236341124944301,0.00011181705624721505
507,0.00015389768993786601,5.129922997928867e-05
508,0.0005564801510784587,6.956001888480734e-05
509,0.0,0.00043995594897228016
510,0.0002170070392056392,3.6167839867606533e-05
511,0.0001756368390195702,0.00021954604877446273
512,0.00019336518073608238,0.00038673036147216476
513,0.00016334188948612102,0.00032668377897224205
514,0.00017969798247201941,0.00014375838597761553
515,5.261382767808317e-05,0.000315682966068499
516,0.00027716834686095993,0.00011086733874438398
517,0.0002893676260573654,0.00023149410084589232
518,0.00021771715694440664,0.00016328786770830497
519,0.0002150094898682647,0.0002866793198243529
520,0.0001627813441327347,0.0001085208960884898
521,4.090079664429936e-05,0.0002454047798657962
522,0.00036354745670808447,0.0012724160984782956
523,0.00018514612972753952,0.00011108767783652372
524,0.00017622274577090236,0.00017622274577090236
525,0.0003182034776461614,7.955086941154036e-05
526,0.000419391346177519,0.00011982609890786257
527,0.00041707475323570317,0.0005560996709809376
528,0.00017093187091585566,8.546593545792783e-05
529,0.00022063821978759415,0.00022063821978759415
530,0.0003118767157089747,0.00017821526611941414
531,0.00018486144721821258,0.00013864608541365944
532,0.00015032392363415644,0.0007516196181707822
533,0.0003124125820977091,8.92607377422026e-05
534,0.00029540136467325734,0.000443102047009886
535,7.020556647964293e-05,0.00042123339887785763
536,0.00019435777191500607,0.00012957184794333738
537,0.00021193388461957703,0.0008477355384783081
538,0.0003642354395880952,0.0003642354395880952
539,0.0005008542244791393,0.00037564066835935446
